System Type,Initial Condition,Temperature,initial Sigma,Initial Delta,Initial Beta,Initial 50 Sigma Mean,Initial 50 Sigma Var,Initial 50 delta Mean,Initial 50 delta Var,Initial 50 b Mean,Initial 50 b Var,FInal Sigma,Final Delta,Final beta,Final 50 Sigma Mean,Final 50 Sigma Var,Final 50 delta Mean,Final 50 delta Var,Final 50 b Mean,Final 50 b Var
4-3,Env CTSE,1.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.43953335013175526,0.0029723880504417847,0.1934080205733296,0.0023247264717625106,-0.22004064761736128,0.06440915295633137,0.4422034255515974,0.16078160468386063,0.0067509379313645665,0.4332149213920704,0.0023020788350498742,0.18678929190455454,0.0016495888710832934,-0.1765387695697098,0.05671906720614197
4-3,Env CTSE,1.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4567903536578698,0.0035496830470971635,0.1903310450815312,0.0024669475245932236,-0.16645131147771938,0.0764285478991621,0.4411269382092733,0.17369233818223234,-0.16651983559751765,0.4519826948178937,0.0028075802322582964,0.18486702216711134,0.0013585935063717858,-0.12837940608423645,0.05960431893664749
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4282291993500626,0.004048099061203966,0.21336595332140307,0.0023923050648529745,-0.3590461572557034,0.04257782235501143,0.40094198537294046,0.2211343094110311,-0.4577630706994746,0.42233856299660594,0.0032999597744714534,0.20739929157695952,0.00158036666726881,-0.3345285556778703,0.033281999626981536
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.41579533999708723,0.004550218690440315,0.19730930305738664,0.002311571828816818,-0.2576564955340327,0.05118588982779982,0.3849511660284498,0.18688565697650023,-0.2809044406481155,0.407602032053335,0.003828191177558605,0.19106017979244883,0.0014581907161860274,-0.22691246425436012,0.03946954296220114
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.41384241797931326,0.004366430911738593,0.20408044704716327,0.0022208436821577297,-0.31302202570879023,0.04606020261988171,0.38121812531083415,0.19480049085984077,-0.327307864051039,0.40688243447268463,0.003510820283343032,0.20061367225742993,0.002078003915181239,-0.29247963026383295,0.04711339638367768
4-3,Env CTSE,0.001,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.49973294413932523,0.0017005938431970526,0.2330861530312666,0.002775732240952936,-0.42089496689407224,0.0578423477412134,0.5300515294920064,0.19677052231372524,-0.29810313275000083,0.4950453950688521,0.0015443261777400288,0.23168913874781558,0.003397988696050936,-0.41446776992282147,0.0652522368823283
4-3,Env CTSE,0.001,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.49973294413932523,0.0017005938431970526,0.2330861530312666,0.002775732240952936,-0.42089496689407224,0.0578423477412134,0.5300515294920064,0.19677052231372524,-0.29810313275000083,0.4950453950688521,0.0015443261777400288,0.23168913874781558,0.003397988696050936,-0.41446776992282147,0.0652522368823283
4-3,Env CTSE,0.001,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.49973294413932523,0.0017005938431970526,0.2330861530312666,0.002775732240952936,-0.42089496689407224,0.0578423477412134,0.5300515294920064,0.19677052231372524,-0.29810313275000083,0.4950453950688521,0.0015443261777400288,0.23168913874781558,0.003397988696050936,-0.41446776992282147,0.0652522368823283
4-3,Env CTSE,0.01,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.5002000226807541,0.0016959653137086782,0.23325731950593626,0.0027780041622699064,-0.421495606630761,0.057845558403716635,0.5305882173763676,0.19700049205266998,-0.29927441395710264,0.49552644861848266,0.0015414940255054526,0.2318805115948956,0.0034027842917153626,-0.41517627373107757,0.06528967830130852
4-3,Env CTSE,0.01,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.49966894351750596,0.0017012303709184877,0.233062687446442,0.0027754224742750724,-0.4208125566327183,0.05784195845518759,0.5299779896387723,0.19673899456142938,-0.2979423645885044,0.49497947925648716,0.0015447159801931613,0.23166290722128713,0.0033973334887822206,-0.4143705773964241,0.06524716725830086
4-3,Env CTSE,0.01,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.49852108491751573,0.00171274132099885,0.2326413292521975,0.002769929345673962,-0.4193299659052887,0.05783705989985358,0.5286589971689464,0.19617284637097018,-0.2950474836437372,0.49379725956298026,0.0015517782059822564,0.23119205336526216,0.0033856589407501047,-0.41262274766142687,0.06515872992116496
4-3,Env CTSE,0.1,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4082746967824079,0.004489473103782072,0.20677491146017843,0.00216881093995762,-0.3304251270032895,0.040967665518127756,0.39509905945507523,0.19953020175395167,-0.3120076623962329,0.4009771527924118,0.0034872278300341303,0.20011055857472,0.001501553695332776,-0.2989960691528014,0.03125219185366334
4-3,Env CTSE,0.1,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.48341260791038393,0.0018615190876780743,0.227929555665254,0.002661302874656356,-0.4056550896588694,0.054552915096454234,0.5093484165626627,0.19173061940196942,-0.2751505109447092,0.47828515695220036,0.0016010654602724005,0.22575241350849135,0.0031132563744335467,-0.39420024687811445,0.06116391108650127
4-3,Env CTSE,0.1,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.5153434641258752,0.0015425948014547591,0.24192573908501783,0.0027514381331378394,-0.4600110806617049,0.05135899521282306,0.5424667333606621,0.21427985312776154,-0.39264713856914807,0.5113931187131514,0.0013275359386496007,0.24120220330025333,0.003323274341777079,-0.45570227577086186,0.06091526476150402
4-3,Env CTSE,1.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4256295495604915,0.0037182918111517017,0.2110648387858419,0.002143519016981288,-0.35128244194803415,0.040511924659713594,0.40860490212050904,0.18737953534219037,-0.266317599814325,0.41992637245579245,0.002885555650846277,0.20520153248129544,0.0017375617659072472,-0.320260017517121,0.036445185172726144
4-3,Env CTSE,1.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4147809101704844,0.0039860252319771135,0.2061713196974932,0.0022380688157354477,-0.324940950508985,0.04121317598753088,0.40672603016687775,0.2105245433997039,-0.36976641711351455,0.40843292154113686,0.0031886780585615123,0.1999858211754137,0.0016035845845946968,-0.29684160418162836,0.0325785569332537
4-3,Env CTSE,1.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4652634077722985,0.003621133990548773,0.2262788324528645,0.0023223370013308853,-0.4015380877539851,0.04038932605193244,0.45141783880254255,0.2087473292848958,-0.38748979449387977,0.4576716703312413,0.003059259752387218,0.22297887439099542,0.001938848538580201,-0.38529013894838665,0.039532105859620865
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4021768944303821,0.004675705037329289,0.20342797655152892,0.0021263822509426703,-0.31858115211056504,0.03899288078111204,0.38204667158019556,0.18845033812757647,-0.28467265672661585,0.3957103191384629,0.0037233415505790643,0.19672273741071103,0.001446949926813534,-0.28678261613002687,0.030158163357538757
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.42729382784850406,0.004197846580646047,0.21334287454193576,0.0021740170312325308,-0.3495733826402202,0.04417588703206174,0.4065539300125734,0.19749537507161416,-0.2885392113514112,0.4211992637220279,0.0032603236538453085,0.2082616388132216,0.0018169795054309343,-0.3212767697791257,0.03918359542535124
4-3,Env CTSE,10.0,0.671246552352588,0.4196416201704129,-1.1790857500537735,0.4642143290370147,0.003302426130690963,0.2291441657982596,0.0025844346877648113,-0.4293366627304233,0.04247894955577497,0.457165439413536,0.25833736765605053,-0.5949482110626695,0.45883992474778235,0.002744591730222354,0.223955202341601,0.0019948431620477325,-0.4085139970504241,0.037427726783427234
